牛后腱,36.00,36.00,36.00,牛肉类,斤,2021-07-10
牛前腿,34.00,34.00,34.00,牛肉类,斤,2021-07-10
牛后腿,34.00,34.00,34.00,牛肉类,斤,2021-07-10
牛柳（里脊）,37.00,37.00,37.00,牛肉类,斤,2021-07-10
精牛柳,40.00,41.00,42.00,牛肉类,斤,2021-07-10
牛腩,34.00,34.50,35.00,牛肉类,斤,2021-07-10
牛林,34.00,34.50,35.00,牛肉类,斤,2021-07-10
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-07-10
牛板筋,34.00,34.50,35.00,牛肉类,斤,2021-07-10
牛尾,33.00,34.00,35.00,牛肉类,斤,2021-07-10
牛上脑,34.00,34.50,35.00,牛肉类,斤,2021-07-10
整羊,24.00,24.50,25.00,羊肉类,斤,2021-07-10
去骨羊前腿,36.00,36.00,36.00,羊肉类,斤,2021-07-10
去骨羊后腿,36.00,36.00,36.00,羊肉类,斤,2021-07-10
象牙芒果,3.00,4.00,5.00,芒果类,斤,2021-07-10
凯特芒果,3.60,4.80,6.00,芒果类,斤,2021-07-10
水仙芒果,3.50,4.75,6.00,芒果类,斤,2021-07-10
肯特新世纪澳芒,3.00,4.50,6.00,芒果类,斤,2021-07-10
鸡嘴荔枝,5.00,7.00,9.00,荔枝类,斤,2021-07-10
玉荷包荔枝,3.00,4.00,5.00,荔枝类,斤,2021-07-10
桂味,5.00,7.00,9.00,荔枝类,斤,2021-07-10
美国红,12.00,14.00,16.00,樱桃类,斤,2021-07-10
美早,6.50,25.75,45.00,樱桃类,斤,2021-07-10
南阳,12.00,13.50,15.00,樱桃类,斤,2021-07-10
巴托,9.00,10.50,12.00,樱桃类,斤,2021-07-10
先锋樱桃,5.00,7.50,10.00,樱桃类,斤,2021-07-10
红绣球,11.00,13.00,15.00,樱桃类,斤,2021-07-10
沙蜜托,8.00,11.00,14.00,樱桃类,斤,2021-07-10
箱装菠萝（上六下六）,1.40,1.70,2.00,其他类,斤,2021-07-10
百香果,10.00,11.00,12.00,其他类,斤,2021-07-10
冬枣,12.00,16.00,20.00,其他类,斤,2021-07-10
杨梅,8.00,10.00,12.00,其他类,斤,2021-07-10
蓝莓,13.00,20.50,28.00,其他类,斤,2021-07-10
火龙果,3.00,4.00,5.00,其他类,斤,2021-07-10
鸡架子,2.00,2.25,2.50,禽肉类,斤,2021-07-10
鸡翅根,8.00,8.00,8.00,禽肉类,斤,2021-07-10
白条乌鸡（净膛）,12.00,12.00,12.00,禽肉类,斤,2021-07-10
黑爪公鸡（净膛）,15.00,15.00,15.00,禽肉类,斤,2021-07-10
箱鸡蛋,188.00,190.50,193.00,蛋类,斤,2021-07-10
箱鸡蛋,4.27,4.33,4.39,蛋类,斤,2021-07-10
散鸡蛋,4.60,4.60,4.60,蛋类,斤,2021-07-10
生鸭蛋,6.00,6.50,7.00,蛋类,斤,2021-07-10
熟鸭蛋,6.50,7.00,7.50,蛋类,斤,2021-07-10
松花蛋,6.50,7.25,8.00,蛋类,斤,2021-07-10
鹅蛋,12.00,12.50,13.00,蛋类,斤,2021-07-10
鹌鹑蛋,4.70,5.60,6.50,蛋类,斤,2021-07-10
柴鸡蛋,4.40,7.20,10.00,蛋类,斤,2021-07-10
乌鸡蛋,7.80,8.15,8.50,蛋类,斤,2021-07-10
鸵鸟蛋,100.00,110.00,120.00,蛋类,个,2021-07-10
鸽子蛋,2.50,2.55,2.60,蛋类,个,2021-07-10
北豆腐（屉）,1.60,1.60,1.60,豆制品,斤,2021-07-10
南豆腐（屉）,1.80,1.80,1.80,豆制品,斤,2021-07-10
白玉北豆腐,4.00,4.00,4.00,豆制品,盒,2021-07-10
香香北豆腐,3.00,3.00,3.00,豆制品,盒,2021-07-10
鲜竹笋,7.00,8.00,9.00,特菜,斤,2021-07-10
紫菜头,3.00,3.25,3.50,特菜,斤,2021-07-10
紫豇豆,18.00,18.50,19.00,特菜,斤,2021-07-10
仙人掌,6.00,6.25,6.50,特菜,斤,2021-07-10
干葱头,2.50,2.75,3.00,特菜,斤,2021-07-10
西洋菜,6.00,6.25,6.50,特菜,斤,2021-07-10
高山娃娃,4.00,4.50,5.00,特菜,斤,2021-07-10
孢子甘蓝,15.00,15.50,16.00,特菜,斤,2021-07-10
紫贝天葵,6.00,7.00,8.00,特菜,斤,2021-07-10
鱼腥草叶,8.00,8.50,9.00,特菜,斤,2021-07-10
鱼腥草根,6.00,6.50,7.00,特菜,斤,2021-07-10
朝天椒,5.00,5.50,6.00,特菜,斤,2021-07-10
球茎茴香,7.00,7.50,8.00,特菜,斤,2021-07-10
红尖椒,4.00,4.50,5.00,特菜,斤,2021-07-10
香蕉西葫,9.00,9.50,10.00,特菜,斤,2021-07-10
美人椒,5.00,5.50,6.00,特菜,斤,2021-07-10
荷兰黄瓜,4.00,4.25,4.50,特菜,斤,2021-07-10
广丝,4.00,4.50,5.00,特菜,斤,2021-07-10
毛豆仁,15.00,15.50,16.00,特菜,斤,2021-07-10
冰草,5.00,5.50,6.00,特菜,斤,2021-07-10
大白菜,0.35,0.40,0.45,新,斤,2021-07-09
娃娃菜,0.70,0.80,0.90,大冀新,斤,2021-07-09
小白菜,1.20,1.30,1.40,普通,斤,2021-07-09
芹菜,0.80,0.90,1.00,冀,斤,2021-07-09
西芹,1.60,1.80,2.00,普通,斤,2021-07-09
菠菜,1.80,2.00,2.20,冀蒙,斤,2021-07-09
莴笋,0.60,0.80,1.00,普通,斤,2021-07-09
团生菜,1.00,1.30,1.60,"毛,净",斤,2021-07-09
圆白菜,0.50,0.65,0.80,冀,斤,2021-07-09
紫甘蓝,0.60,0.65,0.70,冀,斤,2021-07-09
散叶生菜,2.00,2.25,2.50,京冀,斤,2021-07-09
油菜,1.00,1.25,1.50,京冀,斤,2021-07-09
香菜,5.00,5.25,5.50,冀,斤,2021-07-09
茴香,1.80,1.90,2.00,冀,斤,2021-07-09
韭菜,1.00,1.15,1.30,普通,斤,2021-07-09
韭菜苔,3.50,3.65,3.80,普通,斤,2021-07-09
苦菊,3.00,3.25,3.50,辽,斤,2021-07-09
油麦菜,2.50,2.75,3.00,京,斤,2021-07-09
散菜花,1.20,1.40,1.60,豫苏,斤,2021-07-09
绿菜花,1.00,1.50,2.00,京 冀,斤,2021-07-09
普核桃,5.00,10.00,15.00,干果,斤,2021-07-10
长寿果,25.00,30.00,35.00,干果,斤,2021-07-10
绿茶南瓜子,15.00,16.50,18.00,干果,斤,2021-07-10
葡萄干,10.00,20.00,30.00,干果,斤,2021-07-10
杏核,7.00,9.50,12.00,干果,斤,2021-07-10
桂圆,9.00,12.00,15.00,干果,斤,2021-07-10
花生,6.00,6.75,7.50,干果,斤,2021-07-10
蚕豆,5.00,6.50,8.00,干果,斤,2021-07-10
生腰果,30.00,35.00,40.00,干果,斤,2021-07-10
青豆,5.00,5.50,6.00,干果,斤,2021-07-10
莲子,24.00,25.00,26.00,干果,斤,2021-07-10
情人梅,12.00,13.50,15.00,干果,斤,2021-07-10
核桃仁,18.00,21.50,25.00,干果,斤,2021-07-10
白薯干,7.00,10.00,13.00,干果,斤,2021-07-10
毛榛子,15.00,20.00,25.00,干果,斤,2021-07-10
杏肉,12.00,16.00,20.00,干果,斤,2021-07-10
话梅,8.00,9.00,10.00,干果,斤,2021-07-10
松子,50.00,55.00,60.00,干果,斤,2021-07-10
鲍鱼果,20.00,22.50,25.00,干果,斤,2021-07-10
香蕉干,10.00,12.00,14.00,干果,斤,2021-07-10
纯瘦肉,10.50,11.00,11.50,猪肉类,斤,2021-07-10
护心肉,15.00,15.00,15.00,猪肉类,斤,2021-07-10
前肘,9.00,10.00,11.00,猪肉类,斤,2021-07-10
后肘,7.80,8.40,9.00,猪肉类,斤,2021-07-10
猪尾巴,40.00,40.00,40.00,猪肉类,斤,2021-07-10
猪蹄,17.00,17.00,17.00,猪肉类,斤,2021-07-10
纯排骨,20.00,21.00,22.00,猪肉类,斤,2021-07-10
纯腔骨,8.00,9.00,10.00,猪肉类,斤,2021-07-10
腔排骨,14.00,14.50,15.00,猪肉类,斤,2021-07-10
棒骨,9.00,10.00,11.00,猪肉类,斤,2021-07-10
猪头,10.00,10.00,10.00,猪肉类,斤,2021-07-10
猪口条,15.00,15.00,15.00,猪肉类,斤,2021-07-10
猪耳,25.00,25.00,25.00,猪肉类,斤,2021-07-10
猪脑,35.00,36.00,37.00,猪肉类,斤,2021-07-10
猪肚,17.00,17.00,17.00,猪肉类,斤,2021-07-10
猪板油,8.00,8.00,8.00,猪肉类,斤,2021-07-10
肥膘肉,5.00,5.50,6.00,猪肉类,斤,2021-07-10
猪腰子,15.00,15.00,15.00,猪肉类,斤,2021-07-10
猪心,7.00,7.50,8.00,猪肉类,斤,2021-07-10
猪肝,6.00,6.00,6.00,猪肉类,斤,2021-07-10
夏橙,2.00,2.50,3.00,柑橘类,斤,2021-07-11
伦晚,2.50,2.75,3.00,柑橘类,斤,2021-07-11
油桃,1.20,2.60,4.00,桃李杏类,斤,2021-07-11
蟠桃,3.50,4.50,5.50,桃李杏类,斤,2021-07-11
水蜜桃,7.00,8.00,9.00,桃李杏类,斤,2021-07-11
黄油桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-11
黄毛桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-11
突围,1.20,1.60,2.00,桃李杏类,斤,2021-07-11
京红桃,2.00,3.00,4.00,桃李杏类,斤,2021-07-11
黄油蟠,5.00,5.50,6.00,桃李杏类,斤,2021-07-11
沙红桃,1.40,1.70,2.00,桃李杏类,斤,2021-07-11
猕猴桃（海沃德）,2.50,2.75,3.00,桃李杏类,斤,2021-07-11
李子,1.00,3.00,5.00,桃李杏类,斤,2021-07-11
杏梅,2.00,3.00,4.00,桃李杏类,斤,2021-07-11
串红杏,1.00,1.25,1.50,桃李杏类,斤,2021-07-11
无籽小号-大号,1.20,1.30,1.40,西瓜类,斤,2021-07-11
麒麟、甜蜜蜜,1.60,2.00,2.40,西瓜类,斤,2021-07-11
特小风,2.00,2.15,2.30,西瓜类,斤,2021-07-11
L600吊秧瓜,1.50,2.00,2.50,西瓜类,斤,2021-07-11
甜王,0.80,0.95,1.10,西瓜类,斤,2021-07-11
羊腰窝,36.00,36.00,36.00,羊肉类,斤,2021-07-10
羊肉片,36.00,37.00,38.00,羊肉类,斤,2021-07-10
羊腰子（挂油）,15.00,15.50,16.00,羊肉类,个,2021-07-10
羊蝎子,15.00,15.50,16.00,羊肉类,斤,2021-07-10
羊蝎子（精品）,26.00,26.50,27.00,羊肉类,斤,2021-07-10
羊排骨,26.00,26.00,26.00,羊肉类,斤,2021-07-10
羊尾巴油,9.00,9.00,9.00,羊肉类,斤,2021-07-10
羊小腿（羊棒）,24.00,24.00,24.00,羊肉类,斤,2021-07-10
羊腱子,47.00,47.00,47.00,羊肉类,斤,2021-07-10
羊上脑,35.00,35.00,35.00,羊肉类,斤,2021-07-10
羊骨头,10.00,10.50,11.00,羊肉类,斤,2021-07-10
羊腩,30.00,30.00,30.00,羊肉类,斤,2021-07-10
羊里脊,33.00,34.00,35.00,羊肉类,斤,2021-07-10
淘汰鸡（干净膛）,10.00,10.00,10.00,禽肉类,斤,2021-07-10
淘汰鸡（净膛）,9.00,9.00,9.00,禽肉类,斤,2021-07-10
仔鸡（净膛）,7.00,7.00,7.00,禽肉类,斤,2021-07-10
肉鸡,6.50,6.50,6.50,禽肉类,斤,2021-07-10
鸡胸,7.00,7.00,7.00,禽肉类,斤,2021-07-10
鸡翅,10.00,10.50,11.00,禽肉类,斤,2021-07-10
鸡翅中,21.00,21.00,21.00,禽肉类,斤,2021-07-10
黄油桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-10
黄毛桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-10
突围,1.20,1.60,2.00,桃李杏类,斤,2021-07-10
京红桃,2.00,3.00,4.00,桃李杏类,斤,2021-07-10
黄油蟠,5.00,5.50,6.00,桃李杏类,斤,2021-07-10
沙红桃,1.40,1.70,2.00,桃李杏类,斤,2021-07-10
猕猴桃（海沃德）,2.50,2.75,3.00,桃李杏类,斤,2021-07-10
李子,1.00,3.00,5.00,桃李杏类,斤,2021-07-10
杏梅,2.00,3.00,4.00,桃李杏类,斤,2021-07-10
串红杏,1.00,1.25,1.50,桃李杏类,斤,2021-07-10
无籽小号-大号,1.20,1.30,1.40,西瓜类,斤,2021-07-10
麒麟、甜蜜蜜,1.60,2.00,2.40,西瓜类,斤,2021-07-10
特小风,2.00,2.15,2.30,西瓜类,斤,2021-07-10
L600吊秧瓜,1.50,2.00,2.50,西瓜类,斤,2021-07-10
甜王,0.80,0.95,1.10,西瓜类,斤,2021-07-10
硒沙瓜,1.20,1.30,1.40,西瓜类,斤,2021-07-10
蜜童,1.40,1.60,1.80,西瓜类,斤,2021-07-10
墨童西瓜,1.40,1.55,1.70,西瓜类,斤,2021-07-10
国产香蕉,2.00,2.40,2.80,香蕉类,斤,2021-07-10
南美、菲律宾香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-10
泰国香蕉（帝王蕉）,8.00,8.50,9.00,香蕉类,斤,2021-07-10
皇帝(小米）香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-10
晓蜜25号,1.80,2.00,2.20,甜瓜类,斤,2021-07-10
黄金瓜／金蜜,1.60,1.70,1.80,甜瓜类,斤,2021-07-10
玉菇,1.50,1.75,2.00,甜瓜类,斤,2021-07-10
网纹,2.50,3.00,3.50,甜瓜类,斤,2021-07-10
西洲蜜,1.40,1.60,1.80,甜瓜类,斤,2021-07-10
24白糖罐,1.50,1.75,2.00,甜瓜类,斤,2021-07-10
羊角蜜,2.00,2.50,3.00,甜瓜类,斤,2021-07-10
花蕾甜瓜,2.00,2.50,3.00,甜瓜类,斤,2021-07-10
久红瑞,1.40,1.50,1.60,甜瓜类,斤,2021-07-10
脆梨,1.60,1.70,1.80,甜瓜类,斤,2021-07-10
绿宝甜瓜,2.00,2.50,3.00,甜瓜类,斤,2021-07-10
博阳（系列）,1.50,2.25,3.00,甜瓜类,斤,2021-07-10
景甜,1.50,1.75,2.00,甜瓜类,斤,2021-07-10
东北香瓜,2.00,2.25,2.50,甜瓜类,斤,2021-07-10
富士（纸袋Φ70-84）,1.50,2.00,2.50,苹果类,斤,2021-07-10
富士（纸+膜袋）,1.50,1.75,2.00,苹果类,斤,2021-07-10
富士（纸袋Φ85以上）,2.50,3.00,3.50,苹果类,斤,2021-07-10
黄元帅,1.50,1.75,2.00,苹果类,斤,2021-07-10
心里美,0.80,1.00,1.20,冀泥洗,斤,2021-07-11
卞萝卜,0.50,0.55,0.60,冀,斤,2021-07-11
青萝卜,0.70,0.80,0.90,冀鲁新,斤,2021-07-11
胡萝卜,0.40,0.50,0.60,冀鲁新,斤,2021-07-11
胡萝卜（洗）,0.60,0.65,0.70,冀鲁,斤,2021-07-11
黄心土豆,0.50,0.65,0.80,冀,斤,2021-07-11
V7土豆,0.90,1.00,1.10,冀,斤,2021-07-11
黄葱头,0.70,0.80,0.90,蒙甘,斤,2021-07-11
红葱头,1.00,1.10,1.20,老新,斤,2021-07-11
山药,2.10,2.30,2.50,脆麻新,斤,2021-07-11
铁棍山药,3.50,4.75,6.00,普通,斤,2021-07-11
莲藕,6.00,6.25,6.50,冀云川桂,斤,2021-07-11
红薯,1.00,1.20,1.40,冀新,斤,2021-07-11
红薯,1.40,1.60,1.80,精品,斤,2021-07-11
茭白,1.80,2.15,2.50,京浙,斤,2021-07-11
凉薯,1.40,1.50,1.60,普通,斤,2021-07-11
荸荠,4.00,4.50,5.00,皖,斤,2021-07-11
芋头,1.50,1.80,2.10,鲁,斤,2021-07-11
姜,3.00,4.25,5.50,姜头整,斤,2021-07-11
大蒜,2.50,3.00,3.50,普通,斤,2021-07-11
蚕豆仁,12.00,12.50,13.00,特菜,斤,2021-07-10
美国蛇果,10.00,11.00,12.00,进口水果,斤,2021-07-10
智利红提,7.00,8.50,10.00,进口水果,斤,2021-07-10
美国新骑士,8.00,8.50,9.00,进口水果,斤,2021-07-10
比利时皮梨,6.00,6.50,7.00,进口水果,斤,2021-07-10
澳洲红李,12.00,10.00,14.00,进口水果,斤,2021-07-10
泰国山竹,10.00,12.50,15.00,进口水果,斤,2021-07-10
泰国榴莲,18.00,20.00,22.00,进口水果,斤,2021-07-10
泰国毛丹,13.00,14.00,15.00,进口水果,斤,2021-07-10
越南火龙果,3.00,3.75,4.50,进口水果,斤,2021-07-10
泰国龙眼,8.00,8.50,9.00,进口水果,斤,2021-07-10
泰国椰青（个）,10.00,11.50,13.00,进口水果,斤,2021-07-10
美国车厘子,35.00,40.00,45.00,进口水果,斤,2021-07-10
新西兰猕猴桃,13.50,14.25,15.00,进口水果,斤,2021-07-10
比利时梨,10.00,11.00,12.00,进口水果,斤,2021-07-10
澳柑,16.00,17.00,18.00,进口水果,斤,2021-07-10
泰国青柚,8.00,9.00,10.00,进口水果,斤,2021-07-10
南非西柚,4.00,4.50,5.00,进口水果,斤,2021-07-10
秘鲁牛油果,13.00,16.00,19.00,进口水果,斤,2021-07-10
台湾杨桃,8.00,12.50,17.00,进口水果,斤,2021-07-10
新蒜,2.50,2.75,3.00,泥,斤,2021-07-11
蒜米,3.20,3.50,3.80,普通,斤,2021-07-11
大葱,0.60,0.70,0.80,冀鲁,斤,2021-07-11
小葱,1.30,1.45,1.60,普通,斤,2021-07-11
蒜苗,2.00,3.50,5.00,苏鲁,斤,2021-07-11
蒜黄,6.00,6.50,7.00,冀,斤,2021-07-11
青蒜,1.40,1.60,1.80,冀,斤,2021-07-11
平菇,2.00,2.75,3.50,小叶,斤,2021-07-11
香菇,4.00,4.50,5.00,普通,斤,2021-07-11
白玉菇,3.00,3.50,4.00,普通,斤,2021-07-11
口蘑,9.00,9.50,10.00,普通,斤,2021-07-11
杏鲍菇,2.00,2.50,3.00,普通,斤,2021-07-11
金针菇,1.50,2.00,2.50,普通,斤,2021-07-11
花蕾甜瓜,2.00,2.50,3.00,甜瓜类,斤,2021-07-11
久红瑞,1.40,1.50,1.60,甜瓜类,斤,2021-07-11
脆梨,1.60,1.70,1.80,甜瓜类,斤,2021-07-11
绿宝甜瓜,2.00,2.50,3.00,甜瓜类,斤,2021-07-11
博阳（系列）,1.50,2.25,3.00,甜瓜类,斤,2021-07-11
景甜,1.50,1.75,2.00,甜瓜类,斤,2021-07-11
东北香瓜,2.00,2.25,2.50,甜瓜类,斤,2021-07-11
绿豆芽,0.95,0.98,1.00,普通,斤,2021-07-11
黄豆芽,0.85,0.88,0.90,普通,斤,2021-07-11
番茄,1.00,1.10,1.20,川鲁蒙,斤,2021-07-11
番茄（精品）,1.00,1.25,1.50,鲁新,斤,2021-07-11
樱西,2.80,3.00,3.20,小红,斤,2021-07-11
黄瓜,0.70,0.85,1.00,蒙辽袋鲁,斤,2021-07-11
黄瓜(鲜干花),1.00,1.30,1.60,冀,斤,2021-07-11
小黄瓜,1.60,2.30,3.00,旱荷兰,斤,2021-07-11
茄子,0.40,0.65,0.90,冀,斤,2021-07-11
长茄,0.50,0.75,1.00,辽,斤,2021-07-11
广茄,0.50,0.75,1.00,冀京,斤,2021-07-11
线茄,1.00,1.40,1.80,冀,斤,2021-07-11
吊冬瓜,0.40,0.45,0.50,冀,斤,2021-07-11
地冬瓜,0.25,0.28,0.30,冀,斤,2021-07-11
小毛冬瓜,0.60,0.80,1.00,冀长,斤,2021-07-11
架豆,1.50,2.25,3.00,冀晋新,斤,2021-07-11
豆王,1.80,3.40,5.00,晋,斤,2021-07-11
扁豆,1.50,2.00,2.50,冀,斤,2021-07-11
豇豆,1.50,1.80,2.10,鲁京,斤,2021-07-11
白不老,2.00,2.90,3.80,"滇,鲁",斤,2021-07-11
豇豆,1.50,2.00,2.50,鲁京,斤,2021-07-10
白不老,2.00,2.50,3.00,"滇,鲁",斤,2021-07-10
油豆,2.00,3.00,4.00,鲁,斤,2021-07-10
毛豆,2.00,2.40,2.80,普通,斤,2021-07-10
玉米,0.80,1.00,1.20,川冀,斤,2021-07-10
花生,3.50,4.75,6.00,桂粤,斤,2021-07-10
苦瓜,1.00,1.20,1.40,冀鲁,斤,2021-07-10
丝瓜,1.00,1.50,2.00,豫鲁,斤,2021-07-10
丝瓜,1.00,1.30,1.60,短,斤,2021-07-10
瓠子,0.60,0.70,0.80,普通,斤,2021-07-10
西葫芦,0.50,0.75,1.00,滇鲁,斤,2021-07-10
佛手瓜,2.30,2.40,2.50,普通,斤,2021-07-10
金丝南瓜,0.50,0.55,0.60,冀鲁,斤,2021-07-10
南北瓜,0.60,0.70,0.80,桂,斤,2021-07-10
尖椒,0.80,1.10,1.40,冀晋鲁新,斤,2021-07-10
螺丝椒,1.50,1.75,2.00,普通,斤,2021-07-10
柿子椒,1.00,1.25,1.50,鲁新,斤,2021-07-10
线椒,1.00,1.25,1.50,鲁琼新,斤,2021-07-10
杭椒,1.20,1.60,2.00,普通,斤,2021-07-10
小米椒,4.00,4.25,4.50,滇,斤,2021-07-10
绿豆芽,0.95,0.98,1.00,普通,斤,2021-07-09
黄豆芽,0.85,0.88,0.90,普通,斤,2021-07-09
番茄,1.00,1.10,1.20,川鲁蒙,斤,2021-07-09
番茄（精品）,1.00,1.25,1.50,鲁新,斤,2021-07-09
樱西,2.80,3.00,3.20,小红,斤,2021-07-09
黄瓜,0.70,0.80,0.90,蒙辽袋鲁,斤,2021-07-09
黄瓜(鲜干花),1.00,1.20,1.40,冀,斤,2021-07-09
小黄瓜,2.50,2.75,3.00,旱荷兰,斤,2021-07-09
茄子,0.50,0.75,1.00,冀,斤,2021-07-09
长茄,0.80,0.90,1.00,辽,斤,2021-07-09
广茄,1.00,1.25,1.50,冀京,斤,2021-07-09
线茄,1.00,1.75,2.50,冀,斤,2021-07-09
吊冬瓜,0.40,0.45,0.50,冀,斤,2021-07-09
地冬瓜,0.25,0.28,0.30,冀,斤,2021-07-09
小毛冬瓜,0.60,0.80,1.00,冀长,斤,2021-07-09
架豆,1.60,2.55,3.50,冀晋新,斤,2021-07-09
豆王,1.80,3.15,4.50,晋,斤,2021-07-09
扁豆,2.50,2.75,3.00,冀,斤,2021-07-09
豇豆,1.30,1.90,2.50,鲁京,斤,2021-07-09
白不老,1.60,2.30,3.00,"滇,鲁",斤,2021-07-09
富士（纸袋Φ70-84）,1.50,2.00,2.50,苹果类,斤,2021-07-11
富士（纸+膜袋）,1.50,1.75,2.00,苹果类,斤,2021-07-11
富士（纸袋Φ85以上）,2.50,3.00,3.50,苹果类,斤,2021-07-11
黄元帅,1.50,1.75,2.00,苹果类,斤,2021-07-11
花牛(Φ70-85),1.40,2.00,2.60,苹果类,斤,2021-07-11
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-07-11
青苹果,1.50,1.60,1.70,苹果类,斤,2021-07-11
辽峰,6.00,7.00,8.00,葡萄类,斤,2021-07-11
巨峰葡萄,4.00,4.50,5.00,葡萄类,斤,2021-07-11
红提葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-11
阳光玫瑰葡萄,18.00,27.00,36.00,葡萄类,斤,2021-07-11
玫瑰香葡萄,3.00,5.00,7.00,葡萄类,斤,2021-07-11
美人指,6.00,6.50,7.00,葡萄类,斤,2021-07-11
克伦生,10.00,10.50,11.00,葡萄类,斤,2021-07-11
黑提葡萄、夏黑,5.00,6.00,7.00,葡萄类,斤,2021-07-11
乒乓球葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-11
维多利亚葡萄,3.00,3.50,4.00,葡萄类,斤,2021-07-11
郁金香,6.00,6.50,7.00,葡萄类,斤,2021-07-11
紫甜,6.00,6.50,7.00,葡萄类,斤,2021-07-11
台农小芒果,3.00,3.50,4.00,芒果类,斤,2021-07-11
泰国释迦,18.00,19.00,20.00,进口水果,斤,2021-07-10
南非柠檬,6.00,6.50,7.00,进口水果,斤,2021-07-10
越南百香果,12.00,12.50,13.00,进口水果,斤,2021-07-10
新西兰姬娜果,7.00,7.50,8.00,进口水果,斤,2021-07-10
树莓,16.00,17.00,18.00,进口水果,斤,2021-07-10
美国青苹果,12.00,13.00,14.00,进口水果,斤,2021-07-10
泰国菠萝蜜,6.00,6.25,6.50,进口水果,斤,2021-07-10
台湾茂谷柑,8.50,9.00,9.50,进口水果,斤,2021-07-10
新西兰金果,22.00,23.50,25.00,进口水果,斤,2021-07-10
新西兰火参果个,8.00,8.25,8.50,进口水果,斤,2021-07-10
红心火龙果,4.00,4.50,5.00,进口水果,斤,2021-07-10
新西兰苹果,13.00,13.50,14.00,进口水果,斤,2021-07-10
